SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
SCHAND, EQ, 22-Mar-2022,102.95,104.45,104.45,100.7,101,100.95,101.58,163499,166.09,1747,142085,86.9
SCHNEIDER, EQ, 22-Mar-2022,107.65,108.2,117.85,107,116.5,116.4,114.24,3110823,3553.8,31070,634651,20.4
SCI, EQ, 22-Mar-2022,114.75,115,117.9,114.5,117,116.65,115.76,1213452,1404.73,8445,672878,55.45
SDBL, EQ, 22-Mar-2022,54.65,55,55.75,52.7,54,53.4,54.1,398095,215.36,4094,238803,59.99
SEAMECLTD, EQ, 22-Mar-2022,1222.1,1197.7,1243,1196.05,1206,1206.9,1210.42,6264,75.82,457,4738,75.64
SECURCRED, SM, 22-Mar-2022,85.5,89.75,89.75,83,89.75,89.75,85.19,141000,120.12,49,138600,98.3
SECURKLOUD, EQ, 22-Mar-2022,91.65,93.5,93.5,84.05,88.05,87.85,89.3,170318,152.1,3203,88405,51.91
SEJALLTD, BE, 22-Mar-2022,301.75,316.8,316.8,316.8,316.8,316.8,316.8,1,0,1, -, -
SELAN, EQ, 22-Mar-2022,183.45,200,200,183.45,188,186.6,189.71,2109403,4001.85,48866,605505,28.71
SELMC, BE, 22-Mar-2022,556,583.8,583.8,583.8,583.8,583.8,583.8,242,1.41,19, -, -
SEPC, EQ, 22-Mar-2022,7.8,7.8,7.85,7.5,7.65,7.65,7.69,809302,62.27,777,564989,69.81
SEPOWER, BE, 22-Mar-2022,22.1,21,23.2,21,23.2,23.2,21.1,59318,12.52,266, -, -
SEQUENT, EQ, 22-Mar-2022,122.65,123.7,125.8,121.65,123.4,123.35,123.83,2081151,2577.12,37078,864216,41.53
SERVOTECH, BE, 22-Mar-2022,90.5,92.95,94.1,88.35,88.4,92.05,90.76,7498,6.81,120, -, -
SESHAPAPER, EQ, 22-Mar-2022,184.5,188,190,183.5,184,184.4,186.38,167304,311.82,3465,73265,43.79
SETCO, EQ, 22-Mar-2022,15.8,16.1,16.2,15.5,15.85,15.85,15.92,133881,21.31,552,100729,75.24
SETF10GILT, EQ, 22-Mar-2022,203.25,203.5,203.5,202.25,202.85,202.85,202.43,231,0.47,7,193,83.55
SETFGOLD, EQ, 22-Mar-2022,45.09,45.69,45.69,45.16,45.38,45.3,45.43,615530,279.64,1234,374151,60.79
SETFNIF50, EQ, 22-Mar-2022,175.22,176.7,177.69,174.18,177.31,177.37,175.73,511840,899.47,2007,287859,56.24
SETFNIFBK, EQ, 22-Mar-2022,359.99,362,364.2,353.9,363.66,362.7,360.78,977591,3526.96,3052,815339,83.4
SETFNN50, EQ, 22-Mar-2022,422.16,449,449,417,423.93,423.63,420.93,11999,50.51,537,9964,83.04
SETUINFRA, BE, 22-Mar-2022,2.95,3.05,3.05,3.05,3.05,3.05,3.05,61616,1.88,53, -, -
SEYAIND, BE, 22-Mar-2022,41.5,42,42,39.6,40.85,40.8,40.22,16341,6.57,139, -, -
SFL, EQ, 22-Mar-2022,3292.4,3292,3330,3233.75,3305,3307.5,3266.01,25873,845.02,9295,10602,40.98
SGBAPR28I, GB, 22-Mar-2022,4710,4700.01,4719,4700.01,4700.5,4701.8,4706.16,168,7.91,29,95,56.55
SGBAUG24, GB, 22-Mar-2022,4973.7,4960,5054.8,4960,5001,5001,5001.31,290,14.5,26,276,95.17
SGBAUG27, GB, 22-Mar-2022,4688.44,4709,4709,4690,4701,4700.5,4707.32,204,9.6,26,204,100
SGBAUG28V, GB, 22-Mar-2022,4755.63,4750,4768,4740,4750,4748.38,4751.38,1737,82.53,190,1279,73.63
SGBAUG29V, GB, 22-Mar-2022,4667.78,4671,4715,4671,4680,4680,4676.15,71,3.32,15,64,90.14
SGBD29VIII, GB, 22-Mar-2022,4699,4680,4700,4680,4682.5,4683.53,4689.58,143,6.71,17,141,98.6
SGBDC27VII, GB, 22-Mar-2022,4690,4690,4799,4671,4671,4671,4680.53,49,2.29,23,39,79.59
SGBDEC2513, GB, 22-Mar-2022,4802,4800,4802.5,4800,4802.5,4802.5,4801.25,6,0.29,2,6,100
SGBFEB24, GB, 22-Mar-2022,4950,4975.9,5000,4975.9,5000,5000,4997.36,81,4.05,11,81,100
SGBFEB28IX, GB, 22-Mar-2022,4835,4700,4701,4700,4700,4700.76,4700.71,14,0.66,4,14,100
SGBFEB29XI, GB, 22-Mar-2022,4696.33,4680,4708,4680,4692,4692,4691.77,111,5.21,73,111,100
SGBJ28VIII, GB, 22-Mar-2022,4653,4650.1,4703,4635,4703,4703,4675.83,34,1.59,7,24,70.59
SGBJAN27, GB, 22-Mar-2022,4767,4660,4690,4650,4690,4690,4668.06,18,0.84,7,15,83.33
SGBJAN29IX, GB, 22-Mar-2022,4702.33,4655,4700,4655,4670.01,4671.96,4678.05,272,12.72,62,253,93.01
SGBJAN29X, GB, 22-Mar-2022,4721.25,4884,4884,4720,4720,4723.1,4734.81,42,1.99,15,23,54.76
SGBJAN30IX, GB, 22-Mar-2022,4693.99,4660.01,4697,4660.01,4690,4690,4685.22,127,5.95,33,110,86.61
SGBJU29III, GB, 22-Mar-2022,4683.38,4683.38,4699,4671.01,4685,4685.05,4689.44,518,24.29,82,442,85.33
SGBJUL25, GB, 22-Mar-2022,4950,5010,5010,5010,5010,5010,5010,116,5.81,8,116,100
SGBJUL28IV, GB, 22-Mar-2022,4685.05,4687,4694,4671.01,4673.1,4683.53,4679.58,220,10.3,84,150,68.18
SGBJUL29IV, GB, 22-Mar-2022,4672.69,4666.15,4687.89,4650,4680,4675.26,4671.94,238,11.12,97,212,89.08
SGBJUN27, GB, 22-Mar-2022,4800,4652,4849,4612,4647,4647,4713.85,101,4.76,8,31,30.69
SGBJUN28, GB, 22-Mar-2022,4689.16,4661.01,4695,4661.01,4672.02,4674.87,4680.66,343,16.05,53,239,69.68
SGBJUN29II, GB, 22-Mar-2022,4686.86,4665,4714.99,4665,4699.89,4677.63,4687.26,246,11.53,23,148,60.16
SGBMAR24, GB, 22-Mar-2022,4936,4912,4959,4912,4921.5,4924.4,4935.65,415,20.48,17,366,88.19
SGBMAR25, GB, 22-Mar-2022,4890,4920,4960,4920,4926,4926,4940.08,53,2.62,9,52,98.11
SGBMAR28X, GB, 22-Mar-2022,4702.9,4701.98,4710,4660,4700,4700,4700.71,327,15.37,30,305,93.27
SGBMAR30X, GB, 22-Mar-2022,4836.15,4810,4895,4810,4845,4846.25,4847.85,96,4.65,49,56,58.33
SGBMAY25, GB, 22-Mar-2022,5080,5100,5120,5100,5102,5102,5104.92,71,3.62,10,71,100
SGBMAY26, GB, 22-Mar-2022,4810,4725,4809.09,4650.01,4799.97,4799.96,4725.92,62,2.93,6,52,83.87
SGBMAY28, GB, 22-Mar-2022,4699.38,4699,4700,4681.1,4687.22,4687.67,4690.2,137,6.43,50,128,93.43
SGBMAY29I, GB, 22-Mar-2022,4719.54,4691.01,4720,4691.01,4700,4698.43,4703.92,291,13.69,92,245,84.19
SGBMR29XII, GB, 22-Mar-2022,4695.54,4758.96,4758.96,4653,4687,4683.04,4685.53,151,7.08,36,130,86.09
SGBN28VIII, GB, 22-Mar-2022,4725.74,4701,4720,4701,4701.02,4704.11,4712.13,31,1.46,14,21,67.74
SGBNOV23, GB, 22-Mar-2022,5061,5080,5140,5080,5100,5100.7,5113.12,64,3.27,16,55,85.94
SGBNOV24, GB, 22-Mar-2022,5055,5001,5125,5001,5100,5100,5102.93,349,17.81,24,348,99.71
SGBNOV25IX, GB, 22-Mar-2022,4710,4800,4850,4800,4830,4830,4817,10,0.48,4,10,100
SGBNOV26, GB, 22-Mar-2022,4750,4868,4868,4868,4868,4868,4868,1,0.05,1,1,100
SGBNV29VII, GB, 22-Mar-2022,4681.26,4655.15,4694.95,4655.15,4676,4676.62,4680.87,178,8.33,23,127,71.35
SGBOC28VII, GB, 22-Mar-2022,4716.12,4730,4740,4710,4720.51,4720.51,4730.74,59,2.79,13,49,83.05
SGBOCT25, GB, 22-Mar-2022,4940,4901,4901,4900,4900,4900,4900.29,14,0.69,2,14,100
SGBOCT25IV, GB, 22-Mar-2022,4901,4770,4770,4770,4770,4770,4770,1,0.05,1,1,100
SGBOCT25V, GB, 22-Mar-2022,4851,4860,4900,4860,4900,4900,4898.96,77,3.77,2,77,100
SGBOCT27, GB, 22-Mar-2022,4678.01,4678.01,4688.01,4650.01,4688.01,4688.01,4672.01,3,0.14,3,3,100
SGBOCT27VI, GB, 22-Mar-2022,4670,4675.04,4690.05,4675.04,4690,4690,4688.85,13,0.61,6,13,100
SGBSEP24, GB, 22-Mar-2022,4911.24,4970,4999,4950,4962.15,4962.15,4966.52,20,0.99,6,20,100
SGBSEP27, GB, 22-Mar-2022,4797.99,4701,4713,4701,4713,4713,4706.75,4,0.19,3,4,100
SGBSEP28VI, GB, 22-Mar-2022,4683.89,4675,4700,4675,4681,4681.9,4686.09,253,11.86,50,204,80.63
SGBSEP29VI, GB, 22-Mar-2022,4667.53,4660.9,4699.99,4651,4657,4663.25,4678.23,408,19.09,64,345,84.56
SGIL, EQ, 22-Mar-2022,177.35,175,182.4,172.7,176.6,176.85,177.58,7475,13.27,395,3313,44.32
SGL, EQ, 22-Mar-2022,28.65,28.1,29.15,27.45,28.8,29.1,28.53,34198,9.76,234,15247,44.58
SHAHALLOYS, EQ, 22-Mar-2022,111.35,113.45,116.9,111.4,116.9,116.9,114.61,156432,179.29,1425,90926,58.12
SHAKTIPUMP, EQ, 22-Mar-2022,510.6,515,524.55,511.25,516.3,516.25,517.14,76300,394.58,4321,38152,50
SHALBY, EQ, 22-Mar-2022,126.7,124.95,127,123,124.45,124,125.08,108524,135.74,2106,74654,68.79
SHALPAINTS, EQ, 22-Mar-2022,127.1,128.6,128.6,123.4,124.1,124.65,125.35,99433,124.64,3188,61129,61.48
SHANKARA, EQ, 22-Mar-2022,820.15,823,843.85,791,796.3,802.05,814.6,838129,6827.38,47058,265998,31.74
SHANTI, BE, 22-Mar-2022,19.75,20.5,20.5,18.8,20.05,18.8,18.87,9398,1.77,46, -, -
SHANTIGEAR, EQ, 22-Mar-2022,181.75,183.85,185.95,181,185.95,184.65,183.7,64275,118.07,2001,24556,38.2
SHARDACROP, EQ, 22-Mar-2022,554.2,558,566,532.35,550,547.4,549.72,139237,765.42,7552,68436,49.15
SHARDAMOTR, EQ, 22-Mar-2022,777.35,777.5,797,772.3,797,781.65,781.47,8874,69.35,654,6008,67.7
SHAREINDIA, EQ, 22-Mar-2022,1114.7,1129,1133.95,1115,1122,1116.85,1120.14,10802,121,1772,6734,62.34
SHARIABEES, EQ, 22-Mar-2022,437.56,454.7,454.7,434.01,441.92,441.92,435.54,818,3.56,66,569,69.56
SHEMAROO, EQ, 22-Mar-2022,137.5,139.15,139.45,132.1,136,135.5,135.09,51662,69.79,1591,30591,59.21
SHIGAN, ST, 22-Mar-2022,74.3,78,78,78,78,78,78,18000,14.04,6,18000,100
SHIL, EQ, 22-Mar-2022,380.2,381.15,381.4,372,373,373.15,374.32,70104,262.42,2976,36376,51.89
SHILPAMED, EQ, 22-Mar-2022,404.3,409.45,412.75,405.35,409.95,410.15,409.78,143638,588.6,3516,61019,42.48
SHIVALIK, EQ, 22-Mar-2022,943.5,935.45,953.95,908,927.3,932.4,932.98,7738,72.19,536,3089,39.92
SHIVAMAUTO, EQ, 22-Mar-2022,27.35,27.25,27.25,26,26.2,26.4,26.22,234631,61.52,860,108488,46.24
SHIVAMILLS, EQ, 22-Mar-2022,103.5,103.15,108,103,107,106.55,105.03,17249,18.12,301,11511,66.73
SHIVATEX, EQ, 22-Mar-2022,221.35,225.9,225.9,217,220,218.95,219.96,9942,21.87,311,8244,82.92
SHK, EQ, 22-Mar-2022,142.65,143,147.7,141.9,144.55,145.15,144.36,122276,176.51,1940,67767,55.42
SHOPERSTOP, EQ, 22-Mar-2022,410.75,411,454.85,405.35,450.9,446.35,433.81,1560324,6768.8,52292,584549,37.46
SHRADHA, EQ, 22-Mar-2022,55.45,55.45,56.55,55,55.05,55.3,55.46,3525,1.96,118,1170,33.19
SHREDIGCEM, EQ, 22-Mar-2022,69.35,69.95,71,68.65,69.7,69.2,69.44,161634,112.24,2845,77489,47.94
SHREECEM, EQ, 22-Mar-2022,23390.3,23345.8,23669.5,23032,23380,23373.3,23308.06,39121,9118.35,13073,7747,19.8
SHREEPUSHK, EQ, 22-Mar-2022,278.5,281,289.5,275,282,284.6,283.87,206018,584.81,8795,78898,38.3
SHREERAMA, BE, 22-Mar-2022,13.9,13.35,14.25,13.3,14.2,14.2,13.72,23098,3.17,138, -, -
SHRENIK, BE, 22-Mar-2022,2.7,2.7,2.75,2.6,2.65,2.65,2.62,1274801,33.42,1839, -, -
SHREYANIND, EQ, 22-Mar-2022,117.7,119,121,117.5,118.4,118.5,118.67,31179,37,767,14519,46.57
SHREYAS, EQ, 22-Mar-2022,335.65,338.5,344,333.05,337.35,337.75,339.21,91515,310.43,6217,39262,42.9
SHRIPISTON, BE, 22-Mar-2022,705,685.15,718,685.15,695,695,714.24,848,6.06,16, -, -
SHRIRAMCIT, EQ, 22-Mar-2022,1542.4,1545,1590,1521,1560,1558.05,1542.13,28769,443.66,3915,9184,31.92
SHRIRAMPPS, EQ, 22-Mar-2022,77.8,78.85,78.85,77.5,77.8,77.8,77.89,324170,252.48,2912,178760,55.14
SHUBHLAXMI, SM, 22-Mar-2022,14.85,14.15,15,14.15,15,15,14.59,21000,3.06,9,21000,100
SHYAMCENT, EQ, 22-Mar-2022,19.15,19.25,19.5,18,19.15,19.1,18.75,403408,75.63,2121,204031,50.58
SHYAMMETL, EQ, 22-Mar-2022,359.05,359.4,367.2,355.25,356.1,357.25,361.6,756545,2735.65,12711,320575,42.37
SHYAMTEL, BE, 22-Mar-2022,10.25,10.5,10.65,9.8,10.35,10.35,10.09,3090,0.31,33, -, -
SICAL, BE, 22-Mar-2022,13.75,14.4,14.4,14.4,14.4,14.4,14.4,52804,7.6,74, -, -
SIEMENS, EQ, 22-Mar-2022,2348.9,2353.85,2360,2262.2,2311.5,2319.15,2300.89,291087,6697.58,29778,127974,43.96
SIGACHI, EQ, 22-Mar-2022,299.4,299.5,305,295.05,304.05,302.55,299.15,77444,231.68,4029,41828,54.01
SIGIND, EQ, 22-Mar-2022,43,43,43.05,42.3,42.85,42.75,42.64,14086,6.01,235,7838,55.64
SIGMA, SM, 22-Mar-2022,616,590,620,590,620,620,610,900,5.49,2,900,100
SIKKO, EQ, 22-Mar-2022,60.75,60,61.5,57.75,61.5,58.35,57.9,449,0.26,25,358,79.73
SIL, BE, 22-Mar-2022,12.35,12.9,12.9,12.1,12.5,12.4,12.32,5091,0.63,30, -, -
SILGO, EQ, 22-Mar-2022,27.3,27.25,27.75,27.2,27.45,27.5,27.47,11442,3.14,94,7968,69.64
SILINV, EQ, 22-Mar-2022,352.05,369.85,369.85,346,351.2,352.1,352.12,3349,11.79,153,2451,73.19
SILLYMONKS, EQ, 22-Mar-2022,23.95,23.05,24.45,23.05,23.95,23.7,23.8,15398,3.66,97,4038,26.22
SILVER, EQ, 22-Mar-2022,69.48,69.7,70.5,69.52,69.8,69.82,70.05,22060,15.45,339,17180,77.88
SILVERTUC, SM, 22-Mar-2022,197,197.05,206.85,197.05,198.1,198.1,200.67,3000,6.02,3,3000,100
SIMBHALS, EQ, 22-Mar-2022,25.8,25.75,26.3,24.75,25.8,25.5,25.47,84765,21.59,654,49765,58.71
SIMPLEXINF, EQ, 22-Mar-2022,40.45,39.65,40.95,38.45,39.7,39.5,39.24,283568,111.26,1009,157355,55.49
SINTERCOM, EQ, 22-Mar-2022,95,95.95,95.95,94.3,95,95,95.02,819,0.78,35,611,74.6
SIRCA, EQ, 22-Mar-2022,459.5,465.4,465.4,454.35,465,462.4,460.34,13932,64.13,1013,4993,35.84
SIS, EQ, 22-Mar-2022,482.45,482.45,482.45,472.8,479.5,479.8,478.03,22252,106.37,1565,9677,43.49
SITINET, BE, 22-Mar-2022,3.15,3.15,3.25,3,3.25,3.15,3.05,1364788,41.57,1558, -, -
SIYSIL, EQ, 22-Mar-2022,423.55,425.1,426.4,417.55,421.5,421.5,421.41,86649,365.15,4269,39659,45.77
SJS, EQ, 22-Mar-2022,359.4,361,374,358.85,365.25,366.35,367.66,76938,282.87,3740,40691,52.89
SJVN, EQ, 22-Mar-2022,27.55,27.65,27.75,27.35,27.45,27.5,27.51,2792952,768.35,8234,1827329,65.43
SKFINDIA, EQ, 22-Mar-2022,3376.25,3350.5,3391,3315,3370.85,3341.35,3351.2,87894,2945.5,4416,76144,86.63
SKIPPER, EQ, 22-Mar-2022,61.75,62.5,62.9,61.2,62.5,62.3,62.08,179016,111.13,1265,133935,74.82
SKMEGGPROD, EQ, 22-Mar-2022,67.2,67.65,68,65.25,65.3,65.4,66.08,37696,24.91,905,19998,53.05
SKSTEXTILE, SM, 22-Mar-2022,20,21,21,21,21,21,21,1000,0.21,1,1000,100
SMARTLINK, EQ, 22-Mar-2022,120.25,121.7,126.25,119.5,126.25,126.25,123.07,12388,15.25,378,7129,57.55
SMCGLOBAL, EQ, 22-Mar-2022,74.85,74.75,76.85,73.35,76.15,75.9,75.97,165217,125.52,1696,120923,73.19
SMLISUZU, EQ, 22-Mar-2022,492.4,492.5,497.65,490.25,493,492.5,493.37,11554,57,1157,5904,51.1
SMLT, EQ, 22-Mar-2022,98.8,99.5,100.45,92.35,95,97.2,96.66,31057,30.02,801,15543,50.05
SMSLIFE, EQ, 22-Mar-2022,714.65,728.6,728.65,698.35,700,700.95,707.76,809,5.73,126,431,53.28
SMSPHARMA, EQ, 22-Mar-2022,107.5,112.8,114.75,110.1,112.4,112.1,112.62,591750,666.45,12266,224448,37.93
SMVD, SM, 22-Mar-2022,17.45,17.45,17.45,17.45,17.45,17.45,17.45,2000,0.35,1,2000,100
SNOWMAN, EQ, 22-Mar-2022,32.55,32.75,32.8,31.9,32.1,32.15,32.15,565943,181.94,2578,350131,61.87
SOBHA, EQ, 22-Mar-2022,743.9,750,754.95,728,738.5,739.75,739.57,187128,1383.94,7653,55226,29.51
SOFTTECH, EQ, 22-Mar-2022,108.9,105.15,113,105.15,105.75,108.25,108.75,876,0.95,45,209,23.86
SOLARA, EQ, 22-Mar-2022,701.05,701.05,720,695,700,700.25,707.58,94668,669.85,5188,46878,49.52
SOLARINDS, EQ, 22-Mar-2022,2674.45,2694.45,2700,2630,2646.45,2650.9,2659.37,19591,521,4528,9081,46.35
SOMANYCERA, EQ, 22-Mar-2022,676.5,682,798.3,665.1,698.5,694.4,699.65,130751,914.8,9328,56184,42.97
SOMATEX, BE, 22-Mar-2022,8.75,8.75,9.15,8.4,8.95,8.85,8.99,23825,2.14,104, -, -
SOMICONVEY, EQ, 22-Mar-2022,38.7,38.1,39.85,37.15,38,37.85,38.21,14774,5.65,546,3742,25.33
SONACOMS, EQ, 22-Mar-2022,674.6,676.25,678.85,652,670,668.2,660.79,1176575,7774.7,35268,370652,31.5
SONAMCLOCK, SM, 22-Mar-2022,71.65,71,71.1,71,71.1,71.1,71.05,9000,6.39,3,0,0
SONATSOFTW, EQ, 22-Mar-2022,780.3,789.9,789.9,766,772,773.65,775.55,121630,943.3,9473,62675,51.53
SORILINFRA, EQ, 22-Mar-2022,79.5,79.95,80,77.55,78.7,78.2,78.52,51270,40.26,501,43110,84.08
SOTL, EQ, 22-Mar-2022,1131.15,1142,1199,1142,1180,1184.8,1176.56,74801,880.08,8803,22789,30.47
SOUTHBANK, EQ, 22-Mar-2022,8,8,8,7.95,7.95,7.95,7.97,2916220,232.53,5852,1924449,65.99
SOUTHWEST, EQ, 22-Mar-2022,209,207,208,202.2,208,204.5,205.59,11141,22.9,159,6981,62.66
SPAL, EQ, 22-Mar-2022,401.9,401.85,404.05,393.8,397.15,398.15,397.33,25805,102.53,1615,13325,51.64
SPANDANA, EQ, 22-Mar-2022,382.6,376.1,393.75,372.5,373.9,375.2,380.65,269811,1027.04,9898,82398,30.54
SPARC, EQ, 22-Mar-2022,292.9,291.95,299.2,284.3,289,289.95,292.6,1848748,5409.36,19896,730206,39.5
SPECIALITY, EQ, 22-Mar-2022,153.55,152.35,168.1,152.25,162.5,160.95,162.9,1138472,1854.53,38943,219812,19.31
SPENCERS, EQ, 22-Mar-2022,82.55,83,85.2,81.25,83.15,83.3,83.31,285959,238.24,4600,129640,45.34
SPENTEX, BZ, 22-Mar-2022,3.3,3.15,3.15,3.15,3.15,3.15,3.15,9397,0.3,18, -, -
SPIC, EQ, 22-Mar-2022,70.75,71.3,75.5,68.7,73.85,74.15,73.41,11242868,8253.7,53505,2607171,23.19
SPICEJET, EQ, 22-Mar-2022,58.75,58.65,59,58.15,58.65,58.6,58.5,1453782,850.46,7556,569783,39.19
SPLIL, EQ, 22-Mar-2022,56.9,56.05,56.85,55.2,56.65,55.75,55.94,17847,9.98,358,14378,80.56
SPMLINFRA, BE, 22-Mar-2022,53.95,53.5,56.6,51.7,56,56.5,55.67,140744,78.36,403, -, -
SPRL, ST, 22-Mar-2022,90,90.2,91,88,90.4,90.1,89.86,256000,230.04,125,241600,94.38
SPTL, BE, 22-Mar-2022,7.2,6.85,6.85,6.85,6.85,6.85,6.85,723490,49.56,1452, -, -
SREEL, EQ, 22-Mar-2022,179.05,174.05,182.65,174.05,181,180.85,179.68,45329,81.45,732,39571,87.3
SREIBNPNCD, NO, 22-Mar-2022,157,135.01,138,135.01,138,138,137.86,21,0.03,2,21,100
SREIBNPNCD, NP, 22-Mar-2022,165,165,165,165,165,165,165,10,0.02,1,10,100
SREIBNPNCD, NU, 22-Mar-2022,145,173.99,173.99,173.99,173.99,173.99,173.99,101,0.18,2,101,100
SREIBNPNCD, Y7, 22-Mar-2022,255.2,299.9,299.9,299.9,299.9,299.9,299.9,1,0,1,1,100
SREIBNPNCD, Y8, 22-Mar-2022,265,266,266,265,265,265,265.25,40,0.11,2,40,100
SREINFRA, EQ, 22-Mar-2022,6.5,6.8,6.8,6.2,6.2,6.2,6.42,4052379,260.27,2655,1822017,44.96
SRF, EQ, 22-Mar-2022,2605.45,2613.95,2653.95,2560.4,2634.95,2630.45,2610.71,729721,19050.93,57651,246680,33.8
SRHHYPOLTD, EQ, 22-Mar-2022,494.25,500.7,508.7,485.25,493.1,495.1,495.4,50595,250.65,4172,18044,35.66
SRIRAM, SM, 22-Mar-2022,8.8,8.4,8.4,8.4,8.4,8.4,8.4,12000,1.01,2,12000,100
SRPL, BE, 22-Mar-2022,118.25,119.95,122,116.85,119,120.7,120.09,100894,121.16,311, -, -
SRTRANSFIN, EQ, 22-Mar-2022,1086.4,1082,1105,1066,1094,1098.15,1086.7,1613907,17538.31,54869,696007,43.13
SRTRANSFIN, YH, 22-Mar-2022,1018.15,1017,1017,1017,1017,1017,1017,8,0.08,1,8,100
SRTRANSFIN, YI, 22-Mar-2022,1062,1066,1066,1066,1066,1066,1066,33,0.35,1,33,100
SRTRANSFIN, YK, 22-Mar-2022,1070.5,1083,1083,1083,1083,1083,1083,100,1.08,1,100,100
SRTRANSFIN, YL, 22-Mar-2022,1096,1110,1112,1110,1112,1112,1110.2,10,0.11,2,10,100
SRTRANSFIN, YR, 22-Mar-2022,1044.12,1044,1045,1044,1045,1045,1044.69,321,3.35,12,321,100
SRTRANSFIN, YV, 22-Mar-2022,1042,1012,1035,1012,1035,1035,1013.1,21,0.21,2,21,100
SRTRANSFIN, YW, 22-Mar-2022,1060,1060,1060,1060,1060,1060,1060,20,0.21,1,20,100
SRTRANSFIN, YY, 22-Mar-2022,1022.55,1037.5,1037.5,1037.5,1037.5,1037.5,1037.5,10,0.1,1,10,100
SRTRANSFIN, YZ, 22-Mar-2022,1110,1085,1085,1085,1085,1085,1085,50,0.54,1,50,100
SRTRANSFIN, Z8, 22-Mar-2022,1082,1078,1080,1078,1080,1079.53,1079.1,344,3.71,9,344,100
SRTRANSFIN, ZD, 22-Mar-2022,1005,1006,1006,1005,1005,1005,1005.1,10,0.1,2,10,100
SRTRANSFIN, ZE, 22-Mar-2022,1000,1000.1,1029.99,1000,1000,1000,1005.13,295,2.97,11,245,83.05
SRTRANSFIN, ZJ, 22-Mar-2022,1203,1203,1203,1203,1203,1203,1203,50,0.6,1,50,100
SSINFRA, SM, 22-Mar-2022,20.8,21.8,21.8,21.05,21.1,21.1,21.32,9000,1.92,3,6000,66.67
SSWL, EQ, 22-Mar-2022,793.2,794,804,775,792.3,791.35,789.29,25070,197.88,3327,13254,52.87
STAR, EQ, 22-Mar-2022,352.1,355,356.35,343.6,350,350,349.5,1700576,5943.47,23503,727466,42.78
STARCEMENT, EQ, 22-Mar-2022,93.3,93.9,95.6,93.05,94.45,94.3,94.64,211608,200.26,3449,131590,62.19
STARHEALTH, EQ, 22-Mar-2022,655.8,664,664,643,652.7,655,652.59,237440,1549.51,13706,134103,56.48
STARPAPER, EQ, 22-Mar-2022,161.75,161,164.4,155,157.95,158.6,159.31,374129,596.01,6859,86622,23.15
STCINDIA, EQ, 22-Mar-2022,102.05,102.05,104.6,100.7,101.25,102.25,102.37,51209,52.42,868,15011,29.31
STEELCAS, EQ, 22-Mar-2022,296.95,291.4,305,285.55,298.35,301.85,290.87,3847,11.19,93,3041,79.05
STEELCITY, EQ, 22-Mar-2022,60.95,60.7,61.65,58.95,60,59.85,59.95,49051,29.41,485,30061,61.29
STEELXIND, BE, 22-Mar-2022,239.15,239.8,239.8,228.65,229.2,232.2,232.25,65601,152.36,499, -, -
STEL, EQ, 22-Mar-2022,125,125.6,126.55,123,123.5,123.75,124.21,12294,15.27,531,4681,38.08
STERTOOLS, EQ, 22-Mar-2022,146.6,149.95,149.95,146.25,147.05,147.1,148.3,80863,119.92,519,74610,92.27
STLTECH, EQ, 22-Mar-2022,209.15,211.05,222.5,209.05,222,220.35,217.05,3127660,6788.56,39328,922059,29.48
STOVEKRAFT, EQ, 22-Mar-2022,655.85,657.65,695,590.3,646.8,647.2,653.83,193374,1264.33,5847,48684,25.18
STYLAMIND, EQ, 22-Mar-2022,948.95,948,959.35,926.8,930.25,933.5,932.9,3769,35.16,323,2899,76.92
SUBCAPCITY, BE, 22-Mar-2022,54.65,51.95,51.95,51.95,51.95,51.95,51.95,10,0.01,4, -, -
SUBEXLTD, EQ, 22-Mar-2022,36.1,36.25,36.55,35.5,36,36.05,35.97,3887080,1398.25,9640,1846313,47.5
SUBROS, EQ, 22-Mar-2022,333.45,333.45,338.3,331,337.5,336.4,334.96,7199,24.11,421,3371,46.83
SUDARSCHEM, EQ, 22-Mar-2022,561.65,574,579,562.2,564.45,564.95,568.87,130027,739.69,5845,57376,44.13
SUMEETINDS, EQ, 22-Mar-2022,9,8.85,9.1,8.6,8.7,8.65,8.79,263655,23.17,519,184439,69.95
SUMICHEM, EQ, 22-Mar-2022,405.25,405.1,413.7,404.25,410.7,410.7,409.96,257799,1056.87,7273,128227,49.74
SUMIT, EQ, 22-Mar-2022,12.9,12.6,13.1,12.55,12.7,12.7,12.72,18463,2.35,125,8162,44.21
SUMMITSEC, EQ, 22-Mar-2022,608.8,616.8,616.8,608,608.5,610.45,610.62,1253,7.65,149,952,75.98
SUNCLAYLTD, EQ, 22-Mar-2022,3641.65,3642,3677.4,3575,3590.05,3584.85,3612.64,8397,303.35,1186,4596,54.73
SUNDARAM, BE, 22-Mar-2022,4.2,4,4.15,4,4.1,4.05,4.02,396064,15.93,662, -, -
SUNDARMFIN, EQ, 22-Mar-2022,1862.75,1860.05,1914.75,1842.75,1890,1902.65,1877.92,19982,375.25,2287,13265,66.38
