SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
NATHBIOGEN, EQ, 22-Mar-2022,227.65,229.95,236.3,227.8,233,232.4,233.15,78021,181.91,2809,49101,62.93
NATIONALUM, EQ, 22-Mar-2022,122.8,124,126,121.7,121.9,122.2,123.53,23499881,29028.69,75597,5281621,22.48
NAUKRI, EQ, 22-Mar-2022,4643.1,4655.95,4791.95,4560.3,4758,4760.45,4721.19,663502,31325.18,52929,167684,25.27
NAVINFLUOR, EQ, 22-Mar-2022,4122.6,4125,4135,3985.05,4070,4062.35,4051.26,132738,5377.56,14194,37403,28.18
NAVKARCORP, EQ, 22-Mar-2022,35.5,35.8,35.8,34.6,34.9,34.85,35.07,246324,86.4,1516,192179,78.02
NAVNETEDUL, EQ, 22-Mar-2022,90.95,91.95,94.6,91,92.55,92.55,93.02,871124,810.3,9380,480170,55.12
NAZARA, EQ, 22-Mar-2022,1781.9,1784.7,1784.7,1755,1777,1775.75,1769.52,53202,941.42,4628,25909,48.7
NBCC, EQ, 22-Mar-2022,38.9,38.85,39.05,37.85,38.8,38.75,38.39,5630551,2161.37,11745,1914800,34.01
NBIFIN, EQ, 22-Mar-2022,2307.4,2290,2300,2250,2260,2260,2263.96,105,2.38,18,91,86.67
NBVENTURES, EQ, 22-Mar-2022,122.8,122.95,124.4,121,123.55,123.15,122.93,294112,361.55,3810,135201,45.97
NCC, EQ, 22-Mar-2022,61.75,61.8,61.9,60.35,60.7,60.55,60.74,2619947,1591.44,10294,1473521,56.24
NCLIND, EQ, 22-Mar-2022,174.6,176.95,176.95,171.2,173.25,173.6,173.31,165581,286.97,3306,112847,68.15
NCPSESDL24, EQ, 22-Mar-2022,108.31,108.25,108.25,108.25,108.25,108.25,108.25,7,0.01,4,7,100
NDGL, EQ, 22-Mar-2022,1312.05,1373.35,1373.35,1301,1301,1304.85,1318.7,220,2.9,45,46,20.91
NDL, EQ, 22-Mar-2022,168.9,170,176.2,166.8,175,174.4,171.51,293923,504.11,3640,244516,83.19
NDRAUTO, EQ, 22-Mar-2022,387.5,402.9,402.9,386.55,391,391.8,391.33,63944,250.23,218,58139,90.92
NDTV, EQ, 22-Mar-2022,227.25,231.1,238.6,231.1,238.6,238.6,237.61,604157,1435.55,4291,155214,25.69
NECCLTD, EQ, 22-Mar-2022,28.6,29,31.45,27.7,31.45,31.45,30.08,3433228,1032.76,16257,1031774,30.05
NECLIFE, EQ, 22-Mar-2022,27.85,27.6,28.25,27.3,27.55,27.55,27.64,229612,63.47,949,147431,64.21
NELCAST, EQ, 22-Mar-2022,67.05,67.5,68.3,66.1,67.15,66.95,66.97,126267,84.57,1061,94698,75
NELCO, BE, 22-Mar-2022,660.8,669.9,669.9,644.1,656,649.85,652.83,26049,170.06,975, -, -
NEOGEN, EQ, 22-Mar-2022,1657.15,1670,1687,1638.95,1662,1664.85,1662.61,17148,285.1,3164,5592,32.61
NESCO, EQ, 22-Mar-2022,516.15,515.5,533,515,524.2,528.75,528.42,64418,340.4,3757,41387,64.25
NESTLEIND, EQ, 22-Mar-2022,17876.45,17727,17869.95,17253.65,17402,17429.25,17382.57,140224,24374.53,39048,77859,55.52
NETF, EQ, 22-Mar-2022,177.94,180.99,180.99,175.45,178.68,178.27,177.79,1093,1.94,114,681,62.31
NETFAUTO, EQ, 22-Mar-2022,104.98,108.5,108.5,103.4,105.69,105.75,105.19,29116,30.63,321,17084,58.68
NETFCONSUM, EQ, 22-Mar-2022,73.85,74.4,78,70.9,73.6,73.47,73.65,129477,95.37,448,15525,11.99
NETFDIVOPP, EQ, 22-Mar-2022,45.17,45.46,45.46,44.5,45.25,45.24,45.13,5708,2.58,98,3153,55.24
NETFGILT5Y, EQ, 22-Mar-2022,49.54,49.69,49.73,49.5,49.7,49.67,49.63,27789,13.79,147,18727,67.39
NETFIT, EQ, 22-Mar-2022,36.29,36.9,36.9,36.02,36.8,36.84,36.62,1001351,366.68,3420,742299,74.13
NETFLTGILT, EQ, 22-Mar-2022,22.53,22.48,22.63,22.47,22.6,22.6,22.56,10912,2.46,89,9876,90.51
NETFMID150, EQ, 22-Mar-2022,110.13,111.11,111.11,108.91,110.7,110.54,109.76,126581,138.94,1347,81911,64.71
NETFNIF100, EQ, 22-Mar-2022,179.34,177,181,177,180,180.47,178.72,4086,7.3,105,3739,91.51
NETFNV20, EQ, 22-Mar-2022,99.45,96.6,100.74,96.6,100.74,100.58,99.33,2485,2.47,117,2084,83.86
NETFPHARMA, EQ, 22-Mar-2022,13.64,13.79,13.79,13.45,13.59,13.56,13.57,162105,21.99,887,129618,79.96
NETFSDL26, EQ, 22-Mar-2022,108.91,107.5,107.62,107.5,107.55,107.55,107.58,265,0.29,11,255,96.23
NETFSILVER, EQ, 22-Mar-2022,67.35,67.8,68.49,67.27,67.45,67.47,67.9,901527,612.16,943,693812,76.96
NETWORK18, EQ, 22-Mar-2022,79.15,79.3,83.1,79.1,83.1,83.1,82.31,1648768,1357.1,6696,807087,48.95
NEULANDLAB, EQ, 22-Mar-2022,1159.95,1160,1193.1,1146.15,1154,1153.55,1173.01,60231,706.51,4692,40113,66.6
NEWGEN, EQ, 22-Mar-2022,516.5,520,520.9,506.95,513.85,512.4,511.64,70050,358.4,4476,35186,50.23
NEXTMEDIA, BE, 22-Mar-2022,4.6,4.8,4.8,4.8,4.8,4.8,4.8,4979,0.24,26, -, -
NFL, EQ, 22-Mar-2022,51.9,51.95,53.5,51.55,53.1,53.1,52.83,1566021,827.29,8153,385996,24.65
NGIL, BE, 22-Mar-2022,220.35,225,225,209.35,211,212.2,214.55,10866,23.31,96, -, -
NH, EQ, 22-Mar-2022,687.9,686,695.9,674,683,681.85,682.34,79802,544.52,7966,32870,41.19
NHAI, N2, 22-Mar-2022,1209.99,1211,1211,1204,1210.5,1208.2,1206.39,1392,16.79,32,1015,72.92
NHAI, N6, 22-Mar-2022,1252,1252,1255,1250.21,1255,1255,1252.9,1544,19.34,18,1524,98.7
NHAI, N8, 22-Mar-2022,1104.45,1104.01,1104.01,1104,1104,1104,1104,501,5.53,2,501,100
NHAI, NA, 22-Mar-2022,1207.96,1207,1207,1204.55,1205,1205,1205.5,2127,25.64,47,1852,87.07
NHAI, NC, 22-Mar-2022,1124.99,1150,1159.9,1150,1159.9,1159.9,1151.98,50,0.58,2,50,100
NHAI, ND, 22-Mar-2022,1235,1236,1236,1236,1236,1236,1236,1,0.01,1,1,100
NHAI, NE, 22-Mar-2022,1258.05,1259.98,1260,1259.98,1260,1260,1259.99,286,3.6,2,286,100
NHBTF2023, N6, 22-Mar-2022,6350,6300,6306,6300,6305,6305,6303.54,28,1.76,5,28,100
NHPC, EQ, 22-Mar-2022,27.9,28,28.1,27.8,27.9,27.85,27.94,2685177,750.25,7456,1758277,65.48
NHPC, N5, 22-Mar-2022,1215.14,1220,1220.89,1220,1220.84,1220.84,1220.27,440,5.37,4,440,100
NHPC, N6, 22-Mar-2022,1398.98,1380,1380,1380,1380,1380,1380,15,0.21,1,15,100
NIACL, EQ, 22-Mar-2022,117.95,118.25,118.95,115.6,115.9,115.95,116.34,453243,527.3,10046,295239,65.14
NIBL, EQ, 22-Mar-2022,20.3,21.6,21.65,20.45,20.85,21.1,20.93,19000,3.98,179,10875,57.24
NIDAN, SM, 22-Mar-2022,39,38.1,38.1,37.95,37.95,37.95,38.03,6000,2.28,6,6000,100
NIFTYBEES, EQ, 22-Mar-2022,185.38,189,193.75,184.2,187.49,187.34,185.97,2606331,4847.03,26787,1241696,47.64
NIITLTD, EQ, 22-Mar-2022,515.95,526,598.2,526,581.3,584.45,573.92,13906607,79813.43,306919,1416301,10.18
NILAINFRA, EQ, 22-Mar-2022,6.6,6.65,6.65,6.35,6.4,6.4,6.43,272059,17.5,419,179718,66.06
NILASPACES, BE, 22-Mar-2022,4.75,4.6,4.7,4.55,4.55,4.55,4.57,191718,8.76,464, -, -
NILKAMAL, EQ, 22-Mar-2022,2217.75,2228.55,2228.7,2153.5,2181.25,2183.05,2189.07,7204,157.7,1215,4527,62.84
NIPPOBATRY, EQ, 22-Mar-2022,414.6,419,419.55,404.95,409,408.95,409.66,6649,27.24,543,5438,81.79
NIRAJ, EQ, 22-Mar-2022,31.5,31.9,32,30.35,31.2,30.6,31.45,27553,8.66,457,19256,69.89
NITCO, EQ, 22-Mar-2022,25.05,25.8,25.8,24.8,25.1,25.25,25.16,20419,5.14,319,10889,53.33
NITINSPIN, BE, 22-Mar-2022,266.4,267.9,271,264,267.3,267.8,268.77,91139,244.96,606, -, -
NITIRAJ, EQ, 22-Mar-2022,70.9,69.5,70.8,67.5,67.8,67.8,68.48,1016,0.7,73,611,60.14
NKIND, BE, 22-Mar-2022,37.1,35.25,35.25,35.25,35.25,35.25,35.25,207,0.07,11, -, -
NLCINDIA, EQ, 22-Mar-2022,62.45,62.55,62.9,61.55,62.15,62.2,62.25,1307057,813.66,8816,556850,42.6
NMDC, EQ, 22-Mar-2022,151.55,152.8,154.75,150.6,151.5,151.65,152.7,7452076,11379.2,41565,1545942,20.75
NOCIL, EQ, 22-Mar-2022,219.55,220.05,220.9,216,216.35,216.65,217.12,443262,962.4,6755,218399,49.27
NOIDATOLL, EQ, 22-Mar-2022,8.05,8.25,8.3,8,8.05,8,8.09,72140,5.83,176,63261,87.69
NOVARTIND, EQ, 22-Mar-2022,623.15,623.15,655.55,622.1,640.1,642.25,642.42,27331,175.58,1766,13079,47.85
NPBET, EQ, 22-Mar-2022,185.38,185,185.7,181,185.7,185.69,182.59,1473,2.69,61,774,52.55
NRAIL, EQ, 22-Mar-2022,265.85,271.45,276.85,266,269.5,270.3,272.1,44571,121.28,2165,20283,45.51
NRBBEARING, EQ, 22-Mar-2022,118.45,119.9,119.9,117.05,117.9,117.6,118.02,107904,127.35,2238,54576,50.58
NRL, SM, 22-Mar-2022,146.75,154.05,154.05,154.05,154.05,154.05,154.05,6600,10.17,2,6600,100
NSIL, EQ, 22-Mar-2022,1572.6,1590,1601.95,1567.5,1580,1581.5,1578.96,622,9.82,99,435,69.94
NTPC, EQ, 22-Mar-2022,132.9,133.3,134.15,131.75,132.8,132.85,132.78,10343712,13734.05,52684,5967761,57.69
NTPC, N1, 22-Mar-2022,1149.99,1084.1,1084.1,1084.1,1084.1,1084.1,1084.1,1,0.01,1,1,100
NTPC, N6, 22-Mar-2022,1385,1376.1,1380,1376.1,1380,1380,1379.97,1301,17.95,3,1291,99.23
NTPC, N7, 22-Mar-2022,13.14,13.14,13.14,13.09,13.1,13.1,13.1,9354,1.23,64,8897,95.11
NTPC, NA, 22-Mar-2022,1284,1362,1362,1287,1287,1287,1357.79,107,1.45,2,107,100
NTPC, NB, 22-Mar-2022,1115.1,1121,1121,1121,1121,1121,1121,235,2.63,2,235,100
NTPC, ND, 22-Mar-2022,1320,1319.99,1319.99,1319.99,1319.99,1319.99,1319.99,1,0.01,1,1,100
NUCLEUS, EQ, 22-Mar-2022,440.7,440.7,450.45,440.7,445.65,444.25,443.75,26706,118.51,1753,14101,52.8
NURECA, EQ, 22-Mar-2022,1409,1411,1420,1383.05,1406,1410.05,1398.52,12265,171.53,2285,6017,49.06
NUVOCO, EQ, 22-Mar-2022,379.85,381,389,375.15,385.4,383.95,381.87,1263781,4826.04,14429,1166388,92.29
NXTDIGITAL, EQ, 22-Mar-2022,439.45,432.85,442.35,424,426.25,426.45,429.96,10351,44.51,926,6347,61.32
NYKAA, EQ, 22-Mar-2022,1503.3,1515.3,1562.2,1491.85,1543,1548.75,1525.16,663969,10126.57,35675,317719,47.85
OAL, EQ, 22-Mar-2022,670.3,679,804.35,670.65,780,784.2,788.17,431732,3402.76,11783,217154,50.3
OBEROIRLTY, EQ, 22-Mar-2022,910.9,914,917.95,888.65,913.35,913.55,903.04,1403285,12672.19,30074,560072,39.91
OCCL, EQ, 22-Mar-2022,826.7,830,849.7,818.5,838.05,838.5,832.87,11707,97.5,919,8157,69.68
OFSS, EQ, 22-Mar-2022,3545.3,3549,3610.2,3538.55,3600,3597.3,3577.98,129177,4621.92,8608,81525,63.11
OIL, EQ, 22-Mar-2022,233.2,238,243.45,229,231.4,230.35,236.74,3100689,7340.6,32552,797341,25.71
OILCOUNTUB, EQ, 22-Mar-2022,9.9,10.3,10.35,9.7,9.8,9.8,9.95,33664,3.35,254,26607,79.04
OLECTRA, EQ, 22-Mar-2022,662,662,668.75,650.05,655.1,657.75,657,69228,454.82,3876,43891,63.4
OMAXAUTO, EQ, 22-Mar-2022,47.35,47,47.85,46.05,46.65,47.1,47.16,12187,5.75,245,8195,67.24
OMAXE, EQ, 22-Mar-2022,85.55,85.65,89.8,85.25,87,88.2,87.66,413184,362.21,16809,119746,28.98
OMFURN, SM, 22-Mar-2022,10.65,11.15,11.15,11.15,11.15,11.15,11.15,6000,0.67,1,6000,100
OMINFRAL, EQ, 22-Mar-2022,44.65,45.7,45.9,43.9,44.6,44.9,44.85,105961,47.52,1057,52010,49.08
OMKARCHEM, EQ, 22-Mar-2022,34.3,34.5,36,33.75,35,35.4,34.88,73966,25.8,566,42623,57.63
ONELIFECAP, EQ, 22-Mar-2022,12.65,12.6,13,12.25,12.25,12.3,12.51,21878,2.74,105,13844,63.28
ONEPOINT, EQ, 22-Mar-2022,11.1,11,11.55,11,11.1,11.2,11.17,67014,7.49,212,57060,85.15
ONGC, EQ, 22-Mar-2022,172.55,176.2,181.25,173.8,175.5,175.45,177.7,39742745,70622.74,195953,8197650,20.63
ONMOBILE, EQ, 22-Mar-2022,122.55,122.7,124.45,119.5,121.3,120.95,121.71,866995,1055.19,6512,362979,41.87
ONWARDTEC, EQ, 22-Mar-2022,328.25,325.05,344.65,325.05,334.25,334.6,336.27,20274,68.18,1086,10202,50.32
OPTIEMUS, EQ, 22-Mar-2022,311.15,313.45,316,305.5,309,307.9,310.27,53004,164.45,1439,29661,55.96
ORBTEXP, EQ, 22-Mar-2022,126.65,128,147.7,127.7,144,144.55,141.76,1831784,2596.69,50492,303637,16.58
ORCHPHARMA, EQ, 22-Mar-2022,285.5,285.5,287.65,278.3,282.2,283.65,279.92,25671,71.86,348,23144,90.16
ORICONENT, EQ, 22-Mar-2022,34.6,35.3,35.3,34,34.8,34.9,34.69,157454,54.62,693,109096,69.29
ORIENTABRA, EQ, 22-Mar-2022,28,28.05,28.4,27.65,28.1,28,27.95,76313,21.33,510,44243,57.98
ORIENTALTL, BE, 22-Mar-2022,11.6,11.9,11.9,11.2,11.35,11.2,11.4,43143,4.92,144, -, -
ORIENTBELL, EQ, 22-Mar-2022,516.7,520,531.85,511.4,523.8,520.15,521.67,34532,180.14,3314,13006,37.66
ORIENTCEM, EQ, 22-Mar-2022,151.2,152.75,154.25,151.4,154,153.7,153.09,1115631,1707.9,5747,911382,81.69
ORIENTELEC, EQ, 22-Mar-2022,315.75,315.75,317.35,312.05,315.5,315.1,314.44,99177,311.85,5334,49500,49.91
ORIENTHOT, EQ, 22-Mar-2022,58.45,58.65,60.8,57.7,59.7,59.25,59.36,643756,382.13,5344,273500,42.49
ORIENTLTD, EQ, 22-Mar-2022,72.1,72.1,72.1,70.3,71.45,71.2,71.4,7634,5.45,212,5560,72.83
ORIENTPPR, EQ, 22-Mar-2022,34.05,34.1,35.2,33.45,33.95,33.9,34.22,2706899,926.28,8251,540212,19.96
ORISSAMINE, EQ, 22-Mar-2022,2770.45,2784.3,2784.3,2715,2739.8,2734.35,2749.88,6300,173.24,1503,3113,49.41
ORTINLAB, EQ, 22-Mar-2022,24.9,24.5,26,24.5,25.75,25.45,25.39,50936,12.93,547,29354,57.63
OSIAHYPER, SM, 22-Mar-2022,250,250,252,249,252,252,250.33,1200,3,3,800,66.67
OSWALAGRO, EQ, 22-Mar-2022,28.65,28.2,29.1,28.05,28.25,28.4,28.28,41005,11.6,392,21675,52.86
OSWALSEEDS, SM, 22-Mar-2022,66.4,63.1,63.1,63.1,63.1,63.1,63.1,4000,2.52,1,4000,100
PAEL, EQ, 22-Mar-2022,7.2,7.55,7.55,6.85,6.85,6.85,7.26,155944,11.32,342,131296,84.19
PAGEIND, EQ, 22-Mar-2022,41826.2,41826,41955.8,40777,41636.05,41790.1,41316.12,23776,9823.32,7413,14239,59.89
PAISALO, EQ, 22-Mar-2022,636.35,639.55,640.85,620,624.95,629.5,630.87,259636,1637.97,3362,131034,50.47
PALASHSECU, BE, 22-Mar-2022,112,117.45,117.45,107.2,110.5,112.2,111.82,1660,1.86,43, -, -
PALREDTEC, BE, 22-Mar-2022,162.4,156.25,164.8,154.3,157,155.05,157.03,32448,50.95,338, -, -
PANACEABIO, EQ, 22-Mar-2022,180.85,182,186,181,182.8,183.05,183.1,274952,503.45,2077,229957,83.64
PANACHE, EQ, 22-Mar-2022,52.75,52.05,54.9,51.35,53,52.65,52.77,41961,22.14,80,40219,95.85
PANAMAPET, EQ, 22-Mar-2022,277.3,284.75,291.7,272.75,287.1,287.7,284.48,296836,844.45,11748,144506,48.68
PANSARI, BE, 22-Mar-2022,135.6,135,139.05,130,130,130.2,132.16,1105,1.46,37, -, -
PAR, EQ, 22-Mar-2022,164.65,164.95,169.3,163,163.4,164.4,166.76,21607,36.03,250,17955,83.1
PARACABLES, BE, 22-Mar-2022,11.95,12.2,12.4,11.7,11.8,11.8,11.89,158356,18.83,424, -, -
PARAGMILK, EQ, 22-Mar-2022,103,103,103.8,100.1,100.9,100.8,102.07,425667,434.47,4719,206871,48.6
PARAS, EQ, 22-Mar-2022,651.6,654.6,657.4,635.5,642,640.1,644.06,151222,973.96,10535,48329,31.96
PARSVNATH, BE, 22-Mar-2022,14.75,14.5,14.75,14.05,14.2,14.25,14.36,280739,40.32,514, -, -
PARTYCRUS, SM, 22-Mar-2022,104.7,106,106,103,103,103.1,104.07,6000,6.24,3,6000,100
PASHUPATI, SM, 22-Mar-2022,124.95,112,121.7,112,121.7,121.7,119.08,6400,7.62,4,1600,25
PASUPTAC, EQ, 22-Mar-2022,42.3,42.45,43,41.1,41.25,41.25,41.7,85468,35.64,701,48541,56.79
PATELENG, BE, 22-Mar-2022,24.55,24.45,24.65,23.9,24.35,24.5,24.2,459637,111.25,578, -, -
PATINTLOG, EQ, 22-Mar-2022,14.6,14.75,14.9,14.3,14.85,14.6,14.63,69563,10.18,363,41169,59.18
PATINTPP, E1, 22-Mar-2022,4.5,4.55,4.55,4.35,4.5,4.5,4.48,20187,0.9,74,15026,74.43
PAVNAIND, SM, 22-Mar-2022,275.55,275.55,275.55,275.55,275.55,275.55,275.55,1600,4.41,2,1600,100
PAYTM, EQ, 22-Mar-2022,565.7,565.75,590.45,540.35,543.5,544,557.59,26111441,145594.39,477399,2587524,9.91
PBAINFRA, EQ, 22-Mar-2022,11.85,11.8,12.1,11.5,11.9,11.85,11.72,6183,0.72,59,5377,86.96
PCBL, EQ, 22-Mar-2022,216.9,219.7,226.7,217.5,220.5,220.3,222.04,1230246,2731.67,16734,404594,32.89
PCJEWELLER, EQ, 22-Mar-2022,20.5,20.5,20.65,20.1,20.4,20.4,20.42,773675,158,1811,435128,56.24
PDMJEPAPER, EQ, 22-Mar-2022,41.75,41.95,42.1,40.1,40.75,40.95,41.1,349383,143.6,2755,138158,39.54
PDSL, EQ, 22-Mar-2022,1799.3,1800,1800,1751.2,1790,1782.85,1767.32,7629,134.83,261,6823,89.44
PEARLPOLY, EQ, 22-Mar-2022,18.3,18.65,18.65,18.2,18.35,18.4,18.36,14293,2.62,115,9190,64.3
PEL, EQ, 22-Mar-2022,2234.6,2239.05,2244.65,2164.3,2207,2202.15,2198.38,633536,13927.55,42727,192343,30.36
PENIND, EQ, 22-Mar-2022,37.15,37.7,38,36.55,36.7,36.9,37.13,605165,224.7,2300,378895,62.61
PENINLAND, BE, 22-Mar-2022,12.25,12.65,12.65,11.9,12.15,12.05,12.16,83569,10.16,173, -, -
PENTAGOLD, SM, 22-Mar-2022,185,194,194,194,194,194,194,3000,5.82,1,3000,100
PERFECT, SM, 22-Mar-2022,9.5,9.25,9.3,9.1,9.1,9.1,9.11,216000,19.68,36,198000,91.67
PERSISTENT, EQ, 22-Mar-2022,4430.7,4432,4574,4364.25,4532.1,4541.8,4520.47,345308,15609.54,40464,146845,42.53
PETRONET, EQ, 22-Mar-2022,194.85,195.95,195.95,192.75,194.55,194.7,194.27,3297353,6405.67,42169,1787058,54.2
PFC, EQ, 22-Mar-2022,115.35,115.35,116.6,113.9,116.5,116.45,115.57,4339965,5015.6,22430,1861722,42.9
PFC, N3, 22-Mar-2022,1290.01,1290.01,1290.01,1290.01,1290.01,1290.01,1290.01,139,1.79,1,139,100
PFC, N6, 22-Mar-2022,1083.01,1083.63,1083.63,1083.63,1083.63,1083.63,1083.63,40,0.43,1,40,100
PFC, N7, 22-Mar-2022,1375.25,1365.5,1365.5,1365.5,1365.5,1365.5,1365.5,30,0.41,1,30,100
PFC, N8, 22-Mar-2022,1382.25,1381.01,1381.11,1380.9,1380.9,1381.05,1381.02,1140,15.74,15,1138,99.82
PFIZER, EQ, 22-Mar-2022,4506.95,4507,4531.5,4416.3,4449,4435.65,4462.5,33105,1477.31,4457,8795,26.57
PFOCUS, EQ, 22-Mar-2022,87.6,87.95,88.05,84.1,85,85.4,85.69,65561,56.18,631,48472,73.93
PFS, EQ, 22-Mar-2022,16.65,16.5,16.75,16.35,16.35,16.45,16.48,602445,99.28,1540,402992,66.89
PGEL, EQ, 22-Mar-2022,716.75,720,720,683,688.5,687.5,695.64,31109,216.41,3125,15694,50.45
PGHH, EQ, 22-Mar-2022,15493.6,15460,15596.95,15421.4,15500,15487.75,15490.75,3670,568.51,1518,1791,48.8
PGHL, EQ, 22-Mar-2022,4342.2,4342.25,4363.9,4278,4294.65,4289.4,4297.54,15783,678.28,3406,8313,52.67
PGIL, EQ, 22-Mar-2022,429.3,430,435,411.9,415,414.8,418.68,16982,71.1,1011,11002,64.79
PGINVIT, IV, 22-Mar-2022,125.94,126.89,127.05,125.81,127,126.84,126.74,572214,725.23,2082,513937,89.82
PHOENIXLTD, EQ, 22-Mar-2022,1033.95,1032,1032,1001.15,1011,1011.6,1012.9,138565,1403.53,18574,91287,65.88
PIDILITIND, EQ, 22-Mar-2022,2485.25,2475,2475,2405,2457,2450.35,2436.36,457034,11134.98,39106,222650,48.72
PIGL, SM, 22-Mar-2022,43.5,41.4,41.45,41.35,41.35,41.35,41.39,12000,4.97,6,12000,100
PIIND, EQ, 22-Mar-2022,2784.05,2784.05,2793.55,2725,2786,2777.75,2756.68,214161,5903.74,28204,126649,59.14
PILANIINVS, EQ, 22-Mar-2022,1717.5,1718.35,1720,1694.25,1704,1704.7,1703.76,7217,122.96,269,5927,82.13
PILITA, BE, 22-Mar-2022,9.95,9.9,10.3,9.65,10.05,9.9,9.83,558294,54.91,964, -, -
PIONDIST, EQ, 22-Mar-2022,175.4,183.35,183.35,171.55,179,178.35,177.09,5631,9.97,291,1693,30.07
PIONEEREMB, EQ, 22-Mar-2022,50.55,51.45,51.45,48.85,49.95,49.8,49.78,177518,88.36,1314,117355,66.11
PITTIENG, EQ, 22-Mar-2022,284.55,282.05,289.25,277.85,287,286.75,283.06,99122,280.57,6412,41361,41.73
PKTEA, BE, 22-Mar-2022,272,285,285.6,284.95,285.6,285.6,285.44,524,1.5,20, -, -
PLASTIBLEN, EQ, 22-Mar-2022,217.4,220,220.5,215.5,218,216.4,217.36,7511,16.33,522,5030,66.97
PNB, EQ, 22-Mar-2022,35.7,35.7,35.85,34.95,35.65,35.6,35.47,46470194,16482.31,48580,11411200,24.56
PNBGILTS, EQ, 22-Mar-2022,62.5,62.95,62.95,62,62.15,62.05,62.21,132554,82.46,1384,103738,78.26
PNBHOUSING, EQ, 22-Mar-2022,399.1,400.8,402.65,393.8,396.5,397.75,398.45,548932,2187.21,4730,380669,69.35
PNC, EQ, 22-Mar-2022,47.65,47.35,48.9,46.2,48.55,48.15,47.44,18117,8.59,575,7602,41.96
PNCINFRA, EQ, 22-Mar-2022,248,252,252.5,246.55,249.7,249.7,248.76,367571,914.36,9437,130863,35.6
PODDARHOUS, EQ, 22-Mar-2022,233.95,225.25,245,225.25,230.35,232.05,235.91,5082,11.99,240,3291,64.76
PODDARMENT, EQ, 22-Mar-2022,277.2,277.2,284,274,280.3,280.35,279.27,8213,22.94,305,5307,64.62
POKARNA, EQ, 22-Mar-2022,668.05,673,711.3,652.7,700,697.8,684.08,65087,445.25,6096,37725,57.96
POLICYBZR, EQ, 22-Mar-2022,747.6,753.8,753.8,726,750,748.95,745.4,311134,2319.2,23292,125532,40.35
POLYCAB, EQ, 22-Mar-2022,2438.4,2430,2437.95,2374,2434.8,2425.9,2401.56,184847,4439.2,13541,56861,30.76
POLYMED, EQ, 22-Mar-2022,825.3,817.5,837.15,813.25,828,825.35,826.74,44888,371.11,8624,10578,23.57
POLYPLEX, EQ, 22-Mar-2022,2291.95,2300,2359,2247.5,2340,2334.3,2305.47,415674,9583.24,35240,72811,17.52
PONNIERODE, EQ, 22-Mar-2022,251.15,252.35,275,249.25,265.4,267.6,264.07,72350,191.06,2404,33094,45.74
POONAWALLA, EQ, 22-Mar-2022,256.15,257.2,262.9,252.45,261,260.7,258.3,2910343,7517.36,25208,1059322,36.4
POONAWALLA, N1, 22-Mar-2022,1050,1054,1054,1054,1054,1054,1054,40,0.42,1,40,100
POWERGRID, EQ, 22-Mar-2022,204.9,205,209.5,204.05,208.95,208.7,207.59,9963973,20684.29,56652,6175542,61.98
POWERINDIA, EQ, 22-Mar-2022,3347.75,3365,3394.25,3303,3320,3324,3328.06,24261,807.42,4274,11883,48.98
POWERMECH, EQ, 22-Mar-2022,884.25,884.3,890,870.1,884.8,882.6,879.33,26251,230.83,1913,11540,43.96
PPAP, EQ, 22-Mar-2022,219.3,222.15,224.2,216,216.55,217.85,220.95,41013,90.62,1112,22585,55.07
PPL, EQ, 22-Mar-2022,163.65,167,167.05,162.2,162.85,162.95,163.7,27979,45.8,1117,18525,66.21
PRAENG, BE, 22-Mar-2022,19.05,19.45,19.45,18.5,18.75,18.9,19.03,42480,8.08,119, -, -
PRAJIND, EQ, 22-Mar-2022,386.65,389,389.9,379,381.65,380.75,385.01,651359,2507.79,15263,325705,50
PRAKASH, EQ, 22-Mar-2022,72.15,72.5,72.6,70,70.6,70.95,70.9,936381,663.87,4860,623652,66.6
PRAKASHSTL, EQ, 22-Mar-2022,5.1,5.15,5.35,5.1,5.35,5.35,5.34,740493,39.51,718,640251,86.46
PRAXIS, EQ, 22-Mar-2022,50.6,50.5,51.25,50.1,50.5,50.7,50.52,29833,15.07,118,27742,92.99
PRECAM, EQ, 22-Mar-2022,137.95,138.5,141.5,134.75,136,136.2,137.14,218710,299.94,4009,112656,51.51
PRECISION, SM, 22-Mar-2022,42.3,42.7,43.5,42.55,43.5,43.5,43.12,20000,8.62,10,18000,90
PRECOT, EQ, 22-Mar-2022,326.4,327,329.25,320,322.2,325,323.81,18337,59.38,284,15399,83.98
PRECWIRE, BE, 22-Mar-2022,82.75,82.75,83.35,80.9,81,81.15,81.51,91485,74.57,1215, -, -
PREMEXPLN, BE, 22-Mar-2022,313.05,318.95,324.9,306.55,317,319.6,318.67,15384,49.02,297, -, -
PREMIER, BE, 22-Mar-2022,6.25,6.2,6.35,5.95,5.95,5.95,5.97,35385,2.11,88, -, -
PREMIERPOL, EQ, 22-Mar-2022,75,76.4,76.4,73.1,74.75,74.35,74.89,5988,4.48,322,3480,58.12
PRESSMN, EQ, 22-Mar-2022,42.75,42.75,43.9,40.7,41.4,41.35,42.01,104330,43.82,585,73926,70.86
